title,url,author,year,price 
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMTc2MzkyMjg5NDc2Mzk3OjE2ODM0NTQ2NDA6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_253_sspa%3Fqid%3D1683454640%26s%3Dbooks%26sr%3D1-253-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£9.99
The Greatness Mindset: Unlock the Power of Your Mind and Live Your Best Life Today,https://www.amazon.co.uk/Greatness-Mindset-Unlock-Power-Today/dp/B0C1DLSWCC/ref=sr_1_254?qid=1683454640&s=books&sr=1-254,Lewis Howes,Unknown,£0.00
Smarter Not Harder: The Biohacker’s Guide to Getting the Body and Mind You Want,https://www.amazon.co.uk/Smarter-Not-Harder-Biohackers-Getting/dp/B0BQMSB7FR/ref=sr_1_255?qid=1683454640&s=books&sr=1-255,Dave Asprey,Unknown,£23.99
How to Starve Cancer,https://www.amazon.co.uk/How-Starve-Cancer-Jane-McLelland/dp/0951951734/ref=sr_1_256?qid=1683454640&s=books&sr=1-256,Jane McLelland,25 Sept 2018,£19.99
Life: Poems to help navigate life’s many twists & turns,https://www.amazon.co.uk/Life-Poems-navigate-lifes-twists/dp/1785304445/ref=sr_1_257?qid=1683454640&s=books&sr=1-257,Donna Ashworth,4 Oct 2022,£22.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMTc2MzkyMjg5NDc2Mzk3OjE2ODM0NTQ2NDA6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_258_sspa%3Fqid%3D1683454640%26s%3Dbooks%26sr%3D1-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£14.94
Women Without Kids,https://www.amazon.co.uk/Women-Without-Kids-Ruby-Warrington/dp/1398717991/ref=sr_1_259?qid=1683454640&s=books&sr=1-259,Ruby Warrington,13 Apr 2023,£22.99
"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",https://www.amazon.co.uk/Mars-Women-Venus-Communication-Relationships/dp/0007152590/ref=sr_1_260?qid=1683454640&s=books&sr=1-260,John Gray,29 Jan 2015,£0.00
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNDY3NDUwODI3ODY0OTUyOjE2ODM0NTQ2NDI6c3BfYXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_258_sspa%3Fqid%3D1683454642%26s%3Dbooks%26sr%3D1-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£3.64
Self Compassion,https://www.amazon.co.uk/Self-Compassion/dp/B07Z8BDVG2/ref=sr_1_259?qid=1683454642&s=books&sr=1-259,Kristin Neff,Unknown,£9.90
The Power Of Your Subconscious Mind (revised): One Of The Most Powerful Self-help Guides Ever Written!,https://www.amazon.co.uk/Power-Your-Subconscious-Mind-revised/dp/1471179397/ref=sr_1_260?qid=1683454642&s=books&sr=1-260,Joseph Murphy/ Revised By Ian McMahan,10 Jan 2019,£0.00
The New Complete Book of Self-Sufficiency: The Classic Guide for Realists and Dreamers (Dk),https://www.amazon.co.uk/New-Complete-Book-Self-Sufficiency-Realists-ebook/dp/B086TYLZK5/ref=sr_1_261?qid=1683454642&s=books&sr=1-261,John Seymour,3 Jan 2019,£19.99
Life in the UK Test: Handbook 2023: Everything you need to study for the British citizenship test,https://www.amazon.co.uk/Life-UK-Test-Everything-citizenship/dp/1907389857/ref=sr_1_262?qid=1683454642&s=books&sr=1-262,Henry Dillon,25 Jan 2023,£6.92
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNDY3NDUwODI3ODY0OTUyOjE2ODM0NTQ2NDI6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_263_sspa%3Fqid%3D1683454642%26s%3Dbooks%26sr%3D1-263-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£16.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNDY3NDUwODI3ODY0OTUyOjE2ODM0NTQ2NDI6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_264_sspa%3Fqid%3D1683454642%26s%3Dbooks%26sr%3D1-264-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£9.99
"Unlawful Killings: Life, Love and Murder: Trials at the Old Bailey - The instant Sunday Times bestseller",https://www.amazon.co.uk/Unlawful-Killings-Murder-Trials-Bailey/dp/1804990906/ref=sr_1_265?qid=1683454642&s=books&sr=1-265,Her Honour Wendy Joseph QC,2 Mar 2023,£16.99
How to Be a Boy: and Do It Your Own Way,https://www.amazon.co.uk/How-Be-Boy-Your-Own/dp/1526364964/ref=sr_1_266?qid=1683454642&s=books&sr=1-266,Dr. Ranj Singh,11 May 2023,£8.39
"The Mood Cards: Make Sense of Your Moods and Emotions for Clarity, Confidence and Well-being - 42 cards and booklet (MOOD series)",https://www.amazon.co.uk/Mood-Cards-Emotions-Confidence-Well-being/dp/1800690525/ref=sr_1_267?qid=1683454642&s=books&sr=1-267,Andrea Harrn,11 Feb 2021,£9.99
The Kindness Method: Changing Habits for Good,https://www.amazon.co.uk/Kindness-Method-Changing-Habits-Good/dp/B07BH3PRP8/ref=sr_1_268?qid=1683454642&s=books&sr=1-268,Shahroo Izadi,Unknown,£0.00
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNDY3NDUwODI3ODY0OTUyOjE2ODM0NTQ2NDI6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_269_sspa%3Fqid%3D1683454642%26s%3Dbooks%26sr%3D1-269-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£22.49
"Voice of the Souls Oracle: 44 Full-color, Gilded Cards and 176-page Guidebook",https://www.amazon.co.uk/Voice-Souls-Oracle-Full-color-Guidebook/dp/1922579424/ref=sr_1_270?qid=1683454642&s=books&sr=1-270,Isabelle Cerf,5 Jan 2023,£9.99
"Making Decisions: The new brilliant smart-thinking book to change how you think about leadership, judgement and decision making from former England cricket selector Ed Smith",https://www.amazon.co.uk/Making-Decisions-brilliant-smart-thinking-leadership-ebook/dp/B09WZXHTQ3/ref=sr_1_271?qid=1683454642&s=books&sr=1-271,Ed Smith,15 Sept 2022,£25.00
The Highly Sensitive Person: How to Survive and Thrive When The World Overwhelms You,https://www.amazon.co.uk/Highly-Sensitive-Person-Elaine-Aron/dp/0008244308/ref=sr_1_272?qid=1683454642&s=books&sr=1-272,Elaine N. Aron,20 Apr 2017,£14.39
The Magic of Thinking Big,https://www.amazon.co.uk/Magic-Thinking-Big-David-Schwartz/dp/1785040472/ref=sr_1_273?qid=1683454642&s=books&sr=1-273,David J Schwartz,4 Feb 2016,£25.00
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNDY3NDUwODI3ODY0OTUyOjE2ODM0NTQ2NDI6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_274_sspa%3Fqid%3D1683454642%26s%3Dbooks%26sr%3D1-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£7.65
Rebel Ideas: The Power of Thinking Differently,https://www.amazon.co.uk/Rebel-Ideas-Matthew-Syed/dp/1529348404/ref=sr_1_275?qid=1683454642&s=books&sr=1-275,Matthew Syed,24 Jun 2021,£8.99
The Pathless Path: Imagining a New Story for Work and Life,https://www.amazon.co.uk/Pathless-Path-Imagining-Story-Work/dp/B0B6GPHS4S/ref=sr_1_276?qid=1683454642&s=books&sr=1-276,Paul Millerd,Unknown,£12.24
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzYyNDM4NjQxMzU0NDAyOjE2ODM0NTQ2NDU6c3BfYXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_274_sspa%3Fqid%3D1683454645%26s%3Dbooks%26sr%3D1-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£3.64
The Compound Effect,https://www.amazon.co.uk/Compound-Effect-Darren-Hardy-LLC/dp/1399805789/ref=sr_1_275?qid=1683454645&s=books&sr=1-275,Darren Hardy LLC,18 Aug 2022,£9.90
Good Inside: The new Sunday Times bestselling gentle parenting guide for fans of Philippa Perry,https://www.amazon.co.uk/Good-Inside-Guide-Becoming-Parent-ebook/dp/B09RPKNX95/ref=sr_1_276?qid=1683454645&s=books&sr=1-276,Becky Kennedy,15 Sept 2022,£11.99
"The Poetry Pharmacy: Tried-and-True Prescriptions for the Heart, Mind and Soul",https://www.amazon.co.uk/Poetry-Pharmacy-Tried-True-Prescriptions/dp/1846149541/ref=sr_1_277?qid=1683454645&s=books&sr=1-277,William Sieghart,28 Sept 2017,£14.99
"Lighter: Let Go of the Past, Connect with the Present, and Expand The Future",https://www.amazon.co.uk/Lighter-Connect-Present-Expand-Future/dp/1846047129/ref=sr_1_278?qid=1683454645&s=books&sr=1-278,Yung Pueblo,6 Oct 2022,£0.00
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzYyNDM4NjQxMzU0NDAyOjE2ODM0NTQ2NDU6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_279_sspa%3Fqid%3D1683454645%26s%3Dbooks%26sr%3D1-279-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£21.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzYyNDM4NjQxMzU0NDAyOjE2ODM0NTQ2NDU6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_280_sspa%3Fqid%3D1683454645%26s%3Dbooks%26sr%3D1-280-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£8.49
Breaking The Silence: Stories From Survivors Of Sexual Abuse,https://www.amazon.co.uk/Breaking-Silence-Stories-Survivors-Sexual/dp/B08WSC59TQ/ref=sr_1_281?qid=1683454645&s=books&sr=1-281,Perry Power,16 Feb 2021,£14.99
What Color Is Your Parachute? 2023: Your Guide to a Lifetime of Meaningful Work and Career Success,https://www.amazon.co.uk/What-Color-Your-Parachute-2023/dp/1984861204/ref=sr_1_282?qid=1683454645&s=books&sr=1-282,Richard N. Bolles,27 Dec 2022,£2.99
The official DVSA guide to learning to drive,https://www.amazon.co.uk/official-guide-learning-Driving-Skills/dp/0115536590/ref=sr_1_283?qid=1683454645&s=books&sr=1-283,Driver and Vehicle Standards Agency,23 Oct 2019,£14.99
Good Art Does Not Sell Itself: The Artist's Definitive Guide to Visibility and Opportunities,https://www.amazon.co.uk/Good-Does-Sell-Itself-Opportunities/dp/1739171209/ref=sr_1_284?qid=1683454645&s=books&sr=1-284,Shirley-Ann O'Neill,4 Nov 2022,£12.29
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzYyNDM4NjQxMzU0NDAyOjE2ODM0NTQ2NDU6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_285_sspa%3Fqid%3D1683454645%26s%3Dbooks%26sr%3D1-285-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£14.99
"The Treehouse Storey Books 6 - 9 Collection Set by Andy Griffiths & Terry Denton (117-Storey Treehouse, 104-Storey Treehouse, The 91-Storey Treehouse, The 78-Storey Treehouse)",https://www.amazon.co.uk/Treehouse-Storey-Books-Collection-117-Storey/dp/9123463945/ref=sr_1_286?qid=1683454645&s=books&sr=1-286,Andy Griffiths,24 Jun 2022,£0.00
101 Things Every Boy Needs To Know: Important Life Advice for Teenage Boys!,https://www.amazon.co.uk/101-Things-Every-Needs-Know/dp/1957590270/ref=sr_1_287?qid=1683454645&s=books&sr=1-287,Jamie Myers,13 Sept 2022,£14.49
You Are Amazing: Uplifting Quotes to Boost Your Mood and Brighten Your Day,https://www.amazon.co.uk/You-Are-Amazing-Uplifting-Brighten/dp/1786859807/ref=sr_1_288?qid=1683454645&s=books&sr=1-288,Summersdale Publishers,8 Aug 2019,£10.95
"Overcoming Unwanted Intrusive Thoughts: A CBT-Based Guide to Getting Over Frightening, Obsessive, or Disturbing Thoughts",https://www.amazon.co.uk/Overcoming-Unwanted-Intrusive-Thoughts-Frightening/dp/1626254346/ref=sr_1_289?qid=1683454645&s=books&sr=1-289,Sally M. Winston PsyD,1 Mar 2017,£12.99
"Choose Joy: Relieve Burnout, Focus on Your Happiness, and Infuse More Joy into Your Everyday Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzYyNDM4NjQxMzU0NDAyOjE2ODM0NTQ2NDU6c3BfbXRmX2Jyb3dzZToyMDE0Mjc5MDg2MTY5ODo6MDo6&url=%2FChoose-Joy-Relieve-Happiness-Everyday%2Fdp%2F1950968774%2Fref%3Dsr_1_290_sspa%3Fqid%3D1683454645%26s%3Dbooks%26sr%3D1-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Sophie Cliff,15 Nov 2022,£4.99
The Times Good University Guide 2024: Where to go and what to study,https://www.amazon.co.uk/Times-Good-University-Guide-2024/dp/000858785X/ref=sr_1_291?qid=1683454645&s=books&sr=1-291,Times Books,2 Feb 2023,£12.99
Never Finished: Unshackle Your Mind and Win the War Within - Clean Edition,https://www.amazon.co.uk/Never-Finished-Unshackle-Within-Clean/dp/1544536828/ref=sr_1_292?qid=1683454645&s=books&sr=1-292,David Goggins,4 Dec 2022,£0.00
"Choose Joy: Relieve Burnout, Focus on Your Happiness, and Infuse More Joy into Your Everyday Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNjMyNzA0ODkzMzQ2NTg4OjE2ODM0NTQ2NDc6c3BfYXRmX2Jyb3dzZToyMDE0Mjc5MDg2MTY5ODo6MDo6&url=%2FChoose-Joy-Relieve-Happiness-Everyday%2Fdp%2F1950968774%2Fref%3Dsr_1_290_sspa%3Fqid%3D1683454647%26s%3Dbooks%26sr%3D1-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Sophie Cliff,15 Nov 2022,£13.85
"The Celestine Prophecy: how to refresh your approach to tomorrow with a new understanding, energy and optimism",https://www.amazon.co.uk/Celestine-Prophecy-James-Redfield/dp/0553409026/ref=sr_1_291?qid=1683454647&s=books&sr=1-291,Book 1 of 4: The Celestine Prophecy ,6 Oct 1994,£17.99
The Complete Official Life in the United Kingdom Three Book Pack 2022,https://www.amazon.co.uk/Complete-Official-Life-United-Kingdom/dp/0113413610/ref=sr_1_292?qid=1683454647&s=books&sr=1-292,TSO (The Stationery Office),2 Apr 2013,£9.85
Mrs Hinch: Life in Lists,https://www.amazon.co.uk/Mrs-Hinch-Life-Lists/dp/0241550998/ref=sr_1_293?qid=1683454647&s=books&sr=1-293,Mrs Hinch,28 Oct 2021,£10.99
"The Inheritance Games Series 3 Books Collection Set By Jennifer Lynn Barnes (The Inheritance Games, The Hawthorne Legacy & The Final Gambit)",https://www.amazon.co.uk/Inheritance-Collection-Jennifer-Barnes-Hawthorne/dp/9123467770/ref=sr_1_294?qid=1683454647&s=books&sr=1-294,Jennifer Lynn Barnes,29 Aug 2022,£4.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNjMyNzA0ODkzMzQ2NTg4OjE2ODM0NTQ2NDc6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_295_sspa%3Fqid%3D1683454647%26s%3Dbooks%26sr%3D1-295-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£10.99
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNjMyNzA0ODkzMzQ2NTg4OjE2ODM0NTQ2NDc6c3BfbXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_296_sspa%3Fqid%3D1683454647%26s%3Dbooks%26sr%3D1-296-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£26.95
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,https://www.amazon.co.uk/Almanack-Naval-Ravikant-Wealth-Happiness/dp/B08XN36MW8/ref=sr_1_297?qid=1683454647&s=books&sr=1-297,Eric Jorgenson,Unknown,£20.67
The Gifts of Imperfection,https://www.amazon.co.uk/The-Gifts-of-Imperfection/dp/B08H8SKNVB/ref=sr_1_298?qid=1683454647&s=books&sr=1-298,Brené Brown,Unknown,£27.59
Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,https://www.amazon.co.uk/Building-Second-Brain-Organize-Potential/dp/B09WZCDWWD/ref=sr_1_299?qid=1683454647&s=books&sr=1-299,Tiago Forte,Unknown,£6.34
Being you: Poems of positivity to support kids’ emotional wellbeing,https://www.amazon.co.uk/Being-you-positivity-Daniel-Thompson/dp/0008581339/ref=sr_1_300?qid=1683454647&s=books&sr=1-300,Daniel Thompson,2 Mar 2023,£12.99
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNjMyNzA0ODkzMzQ2NTg4OjE2ODM0NTQ2NDc6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_301_sspa%3Fqid%3D1683454647%26s%3Dbooks%26sr%3D1-301-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£23.99
Reinventing Your Life: the bestselling breakthrough programme to end negative behaviour and feel great,https://www.amazon.co.uk/Reinventing-Your-Life-breakthrough-behaviour/dp/191285435X/ref=sr_1_302?qid=1683454647&s=books&sr=1-302,Jeffrey E. Young,13 Jun 2019,£25.97
On Becoming a Person,https://www.amazon.co.uk/Becoming-Person-Carl-Rogers/dp/1845290577/ref=sr_1_303?qid=1683454647&s=books&sr=1-303,Carl Rogers,1 Aug 1977,£12.24
Saturn Returns: Your cosmic coming of age,https://www.amazon.co.uk/Saturn-Returns-Caggie-Dunlop/dp/1398704199/ref=sr_1_304?qid=1683454647&s=books&sr=1-304,Caggie Dunlop,19 Jan 2023,£3.64
The Freedom Within,https://www.amazon.co.uk/Freedom-Within-Gerry-Hussey-ebook/dp/B0C461BRVT/ref=sr_1_305?qid=1683454647&s=books&sr=1-305,Gerry Hussey,7 Nov 2023,£9.90
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxNjMyNzA0ODkzMzQ2NTg4OjE2ODM0NTQ2NDc6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_306_sspa%3Fqid%3D1683454647%26s%3Dbooks%26sr%3D1-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£0.00
"Teen Girl's Survival Guide: How to Make Friends, Build Confidence, Avoid Peer Pressure, Overcome Challenges, Prepare for Your Future, and Just About Everything in Between",https://www.amazon.co.uk/Teen-Girls-Survival-Guide-Confidence/dp/1957590289/ref=sr_1_307?qid=1683454647&s=books&sr=1-307,Jenn Higgins,28 Sept 2022,£16.09
"The Chief Shepherdess: Lessons in Life, Love and Farming",https://www.amazon.co.uk/Chief-Shepherdess-Lessons-Life-Farming/dp/1787635740/ref=sr_1_308?qid=1683454647&s=books&sr=1-308,Zoe Colville,13 Apr 2023,£1.49
Inner Alignment Soul Retrieval for Childhood Trauma: a six-layered approach to address the root cause of anxiety and depression,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzE2NzUyMzIzNzg4NDA1OjE2ODM0NTQ2NTA6c3BfYXRmX2Jyb3dzZToyMDEwNzM1NTk1MDQ5ODo6MDo6&url=%2FAlignment-Retrieval-Healing-Childhood-Trauma-ebook%2Fdp%2FB09JV8QBXX%2Fref%3Dsr_1_306_sspa%3Fqid%3D1683454650%26s%3Dbooks%26sr%3D1-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Kimberly Beekman,18 Oct 2021,£3.64
The Freedom Within,https://www.amazon.co.uk/Freedom-Within-Gerry-Hussey-ebook/dp/B0C461BRVT/ref=sr_1_307?qid=1683454650&s=books&sr=1-307,Gerry Hussey,7 Nov 2023,£9.90
"Teen Girl's Survival Guide: How to Make Friends, Build Confidence, Avoid Peer Pressure, Overcome Challenges, Prepare for Your Future, and Just About Everything in Between",https://www.amazon.co.uk/Teen-Girls-Survival-Guide-Confidence/dp/1957590289/ref=sr_1_308?qid=1683454650&s=books&sr=1-308,Jenn Higgins,28 Sept 2022,£9.99
"The Chief Shepherdess: Lessons in Life, Love and Farming",https://www.amazon.co.uk/Chief-Shepherdess-Lessons-Life-Farming/dp/1787635740/ref=sr_1_309?qid=1683454650&s=books&sr=1-309,Zoe Colville,13 Apr 2023,£16.99
There's No Such Thing As 'Naughty': The groundbreaking guide for parents with children aged 0-5: THE #1 SUNDAY TIMES BESTSELLER,https://www.amazon.co.uk/Theres-Such-Thing-Naughty-groundbreaking/dp/0349428522/ref=sr_1_310?qid=1683454650&s=books&sr=1-310,Kate Silverton,29 Apr 2021,£10.89
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzE2NzUyMzIzNzg4NDA1OjE2ODM0NTQ2NTA6c3BfbXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_311_sspa%3Fqid%3D1683454650%26s%3Dbooks%26sr%3D1-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo2MzE2NzUyMzIzNzg4NDA1OjE2ODM0NTQ2NTA6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_312_sspa%3Fqid%3D1683454650%26s%3Dbooks%26sr%3D1-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£0.00
The Return of the Gods,https://www.amazon.co.uk/The-Return-of-the-Gods/dp/B0BBN53PWX/ref=sr_1_313?qid=1683454650&s=books&sr=1-313,Lawrence Richardson,Unknown,£14.23
The Little Book of Kama Sutra,https://www.amazon.co.uk/Little-Book-Kama-Sutra/dp/184953778X/ref=sr_1_314?qid=1683454650&s=books&sr=1-314,Sadie Cayman,12 Nov 2015,£16.99
Essentialism: The Disciplined Pursuit of Less,https://www.amazon.co.uk/Essentialism-Disciplined-Pursuit-Less/dp/B017TE0NWO/ref=sr_1_315?qid=1683454650&s=books&sr=1-315,Greg McKeown,Unknown,£0.00
The Little Book of Hygge: The Danish Way to Live Well: The Million Copy Bestseller,https://www.amazon.co.uk/Little-Book-Hygge-Danish-Penguin/dp/0241283914/ref=sr_1_316?qid=1683454650&s=books&sr=1-316,Meik Wiking,1 Sept 2016,£27.99
