title,url,author,year,price 
Glow: Five Steps to Create the Life You Dream About,https://www.amazon.co.uk/Glow-Steps-Create-Dream-About/dp/B0BPYVTLGV/ref=sr_1_1007?qid=1683454755&s=books&sr=1-1007,Georgie Crawford,Unknown,£14.23
Large Print Coloring Book: Easy Patterns for Adults,https://www.amazon.co.uk/Large-Print-Coloring-Book-Patterns/dp/1949651762/ref=sr_1_1008?qid=1683454755&s=books&sr=1-1008,Dylanna Press,4 Oct 2019,£16.99
"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More",https://www.amazon.co.uk/End-Mental-Illness-Neuroscience-Transforming/dp/B085TRBSXP/ref=sr_1_1009?qid=1683454755&s=books&sr=1-1009,Daniel G. Amen,Unknown,£8.99
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToxOTA3MTA2OTk2Njg3OTAzOjE2ODM0NTQ3NTY6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_1010_sspa%3Fqid%3D1683454755%26s%3Dbooks%26sr%3D1-1010-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£16.99
The Master Key System,https://www.amazon.co.uk/Master-Key-System-Charles-Haanel/dp/1612930832/ref=sr_1_1011?qid=1683454755&s=books&sr=1-1011,Charles F. Haanel,11 Sept 2011,£6.00
Swayam Ki Awaaz: Shore Bhari Iss Duniya Mein Shanti Kaise Paayein,https://www.amazon.co.uk/Swayam-Ki-Awaaz-Duniya-Paayein/dp/9356296715/ref=sr_1_1012?qid=1683454755&s=books&sr=1-1012,Prem Rawat,25 May 2023,£13.26
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjMzMzIxMDg0MjQyNTI1OjE2ODM0NTQ3NTg6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_1010_sspa%3Fqid%3D1683454758%26s%3Dbooks%26sr%3D1-1010-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
Thunderstone: A True Story of Losing One Home and Discovering Another,https://www.amazon.co.uk/Thunderstone-Story-Losing-Discovering-Another-ebook/dp/B0B52QH5VL/ref=sr_1_1011?qid=1683454758&s=books&sr=1-1011,Nancy Campbell,11 Aug 2022,£7.59
"Know Your Worth: How to Build Your Self-Esteem, Grow in Confidence and Worry Less About What People Think",https://www.amazon.co.uk/Know-Your-Worth-Self-Esteem-Confidence/dp/B08R7RQJNR/ref=sr_1_1012?qid=1683454758&s=books&sr=1-1012,Anna Mathur,Unknown,£9.99
"Allen Carr's Easy Way to Quit Vaping: Get Free from JUUL, IQOS, Disposables, Tanks or any other Nicotine Product (Allen Carr's Easyway, 31)",https://www.amazon.co.uk/Allen-Carrs-Easy-Quit-Vaping/dp/1398800457/ref=sr_1_1013?qid=1683454758&s=books&sr=1-1013,Allen Carr,31 Mar 2021,£8.38
"Yoga Nidra Scripts: 22 Meditations for Effortless Relaxation, Rejuvenation and Reconnection",https://www.amazon.co.uk/Yoga-Nidra-Scripts-Rejuvenation-Reconnection/dp/177748880X/ref=sr_1_1014?qid=1683454758&s=books&sr=1-1014,Tamara Verma,3 Dec 2020,£9.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjMzMzIxMDg0MjQyNTI1OjE2ODM0NTQ3NTg6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_1015_sspa%3Fqid%3D1683454758%26s%3Dbooks%26sr%3D1-1015-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£0.00
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjMzMzIxMDg0MjQyNTI1OjE2ODM0NTQ3NTg6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_1016_sspa%3Fqid%3D1683454758%26s%3Dbooks%26sr%3D1-1016-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£14.39
Maybe You Should Talk to Someone,https://www.amazon.co.uk/Maybe-You-Should-Talk-Someone/dp/B07NT3JZSD/ref=sr_1_1017?qid=1683454758&s=books&sr=1-1017,Lori Gottlieb,Unknown,£0.00
Glorious Rock Bottom: 'A shocking story told with heart and hope. You won't be able to put it down.' Dolly Alderton,https://www.amazon.co.uk/Glorious-Rock-Bottom-Bryony-Gordon-ebook/dp/B08435XW36/ref=sr_1_1018?qid=1683454758&s=books&sr=1-1018,Bryony Gordon,6 Aug 2020,£19.99
The Confidence Gap: From Fear to Freedom,https://www.amazon.co.uk/Confidence-Gap-Russ-Harris/dp/1472144473/ref=sr_1_1019?qid=1683454758&s=books&sr=1-1019,Russ Harris,1 Aug 2019,£11.99
Five Minutes in the Morning: A Focus Journal (Five-minute Self-care Journals),https://www.amazon.co.uk/Five-Minutes-Morning-Focus-Journal/dp/1912023016/ref=sr_1_1020?qid=1683454758&s=books&sr=1-1020,Aster,28 Dec 2017,£14.99
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjMzMzIxMDg0MjQyNTI1OjE2ODM0NTQ3NTg6c3BfbXRmX2Jyb3dzZToyMDA5NDMzNTA0MDE5ODo6MDo6&url=%2FGreatest-Self-Help-Book-one-written%2Fdp%2F1035005182%2Fref%3Dsr_1_1021_sspa%3Fqid%3D1683454758%26s%3Dbooks%26sr%3D1-1021-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Vex King,8 Dec 2022,£8.99
Why Buddhism Is True: The Science and Philosophy of Meditation and Enlightenment,https://www.amazon.co.uk/Why-Buddhism-True-Philosophy-Enlightenment/dp/B073XTC4ST/ref=sr_1_1022?qid=1683454758&s=books&sr=1-1022,Robert Wright,Unknown,£14.99
Scattered Minds: The Origins and Healing of Attention Deficit Disorder,https://www.amazon.co.uk/Scattered-Minds-Origins-Attention-Disorder/dp/B06XWB7GD4/ref=sr_1_1023?qid=1683454758&s=books&sr=1-1023,Daniel Maté,Unknown,£7.09
The Heart of Tantric Sex: A Unique Guide to Love and Sexual Fulfillment,https://www.amazon.co.uk/Heart-Tantric-Sex-Diana-Richardson/dp/1903816378/ref=sr_1_1024?qid=1683454758&s=books&sr=1-1024,Diana Richardson,14 Jun 2003,£7.99
"The Worst Girl Gang Ever: The ultimate guide to recovery after miscarriage and baby loss with guidance from experts in mindfulness, grief, therapy and relationships.",https://www.amazon.co.uk/Worst-Girl-Gang-Ever/dp/0008524955/ref=sr_1_1025?qid=1683454758&s=books&sr=1-1025,Bex Gunn,4 Aug 2022,£5.69
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTo1NjMzMzIxMDg0MjQyNTI1OjE2ODM0NTQ3NTg6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_1026_sspa%3Fqid%3D1683454758%26s%3Dbooks%26sr%3D1-1026-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£7.99
John Wesley's Extract of The Rule and Exercises of Holy Living and Dying,https://www.amazon.co.uk/Wesleys-Extract-Exercises-Living-Dying-ebook/dp/B07HNTM56N/ref=sr_1_1027?qid=1683454758&s=books&sr=1-1027,Jeremy Taylor,10 Sept 2018,£0.00
Dare to Let Go: Poems about Healing and Finding Yourself,https://www.amazon.co.uk/Dare-Let-Go-Healing-Yourself/dp/B0BGSLWNGS/ref=sr_1_1028?qid=1683454758&s=books&sr=1-1028,Alexandra Vasiliu,28 Sept 2022,£14.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTozNjQxNDIxNTY2NzY5NzA1OjE2ODM0NTQ3NjA6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_1026_sspa%3Fqid%3D1683454760%26s%3Dbooks%26sr%3D1-1026-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
"Overcoming Worry and Generalised Anxiety Disorder, 2nd Edition (Overcoming Books): A self-help guide using cognitive behavioural techniques",https://www.amazon.co.uk/Overcoming-Worry-Generalised-Anxiety-Disorder/dp/147210742X/ref=sr_1_1027?qid=1683454760&s=books&sr=1-1027,Mark Freeston,7 May 2015,£9.29
"Mother Hunger: How Adult Daughters Can Understand and Heal from Lost Nurturance, Protection, and Guidance",https://www.amazon.co.uk/Mother-Hunger-Understand-Nurturance-Protection/dp/B097YZR5RX/ref=sr_1_1028?qid=1683454760&s=books&sr=1-1028,Kelly McDaniel,Unknown,£12.99
The Art of the Straight Line: My Tai Chi,https://www.amazon.co.uk/Art-Straight-Line-Tai-Chi/dp/0571383300/ref=sr_1_1029?qid=1683454760&s=books&sr=1-1029,Lou Reed,16 Mar 2023,£0.00
"The Poetry Pharmacy Returns: More Prescriptions for Courage, Healing and Hope",https://www.amazon.co.uk/Poetry-Pharmacy-Returns-Prescriptions-Courage/dp/0241419050/ref=sr_1_1030?qid=1683454760&s=books&sr=1-1030,William Sieghart,26 Sept 2019,£19.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTozNjQxNDIxNTY2NzY5NzA1OjE2ODM0NTQ3NjA6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_1031_sspa%3Fqid%3D1683454760%26s%3Dbooks%26sr%3D1-1031-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£7.49
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTozNjQxNDIxNTY2NzY5NzA1OjE2ODM0NTQ3NjA6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_1032_sspa%3Fqid%3D1683454760%26s%3Dbooks%26sr%3D1-1032-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£12.99
"The Girls Bathroom: The Must-Have Book for Messy, Wonderful Women",https://www.amazon.co.uk/Girls-Bathroom-Cinzia-Baylis-Zullo/dp/1472292766/ref=sr_1_1033?qid=1683454760&s=books&sr=1-1033,Sophia Tuxford,4 Aug 2022,£0.00
Us: Reconnect with Your Partner and Build a Loving and Lasting Relationship,https://www.amazon.co.uk/Us-Reconnect-Partner-Lasting-Relationship/dp/1529906725/ref=sr_1_1034?qid=1683454760&s=books&sr=1-1034,Terrence Real,15 Dec 2022,£14.19
Essence of Shibari: Kinbaku and Japanese Rope Bondage,https://www.amazon.co.uk/Essence-Shibari-Piez-Jeng-Nawakari/dp/1942733852/ref=sr_1_1035?qid=1683454760&s=books&sr=1-1035,Shin Nawakari (author) & Piez Jeng (Photographer),1 May 2017,£10.65
Raise Your Vibration (New Edition): High-Vibe Tools to Support Your Spiritual Awakening,https://www.amazon.co.uk/Raise-Your-Vibration-New-High-Vibe/dp/B0B4B8356J/ref=sr_1_1036?qid=1683454760&s=books&sr=1-1036,Kyle Gray,Unknown,£12.99
Badass Positive Affirmations for Highly Effective People,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTozNjQxNDIxNTY2NzY5NzA1OjE2ODM0NTQ3NjA6c3BfbXRmX2Jyb3dzZToyMDEwMjA0NDc2MTU5ODo6MDo6&url=%2FBadass-Positive-Affirmations-Highly-Effective%2Fdp%2FB0BPGBRFB2%2Fref%3Dsr_1_1037_sspa%3Fqid%3D1683454760%26s%3Dbooks%26sr%3D1-1037-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Alex Holmes,6 Dec 2022,£7.59
What It Takes: Lessons in the Pursuit of Excellence,https://www.amazon.co.uk/What-Takes-Lessons-Pursuit-Excellence/dp/B07XKWGX3B/ref=sr_1_1038?qid=1683454760&s=books&sr=1-1038,Drew Birdseye,Unknown,£12.99
Becoming a Coach: The Essential ICF Guide,https://www.amazon.co.uk/Becoming-Coach-Essential-ICF-Guide/dp/1912755955/ref=sr_1_1039?qid=1683454760&s=books&sr=1-1039,Jonathan Passmore,7 Sept 2020,£24.99
The Big Book of Low-Carb Recipes: 365 Fast and Fabulous Dishes for Every Low-Carb Lifestyle,https://www.amazon.co.uk/Big-Book-Low-Carb-Recipes-Lifestyle/dp/1844831388/ref=sr_1_1040?qid=1683454760&s=books&sr=1-1040,Nicola Graimes,15 Apr 2005,£30.00
"The Self-Love Workbook: A Life-Changing Guide to Boost Self-Esteem, Recognize Your Worth and Find Genuine Happiness (Self-Love Books)",https://www.amazon.co.uk/Self-Love-Workbook-Life-Changing-Self-Esteem-Recognize/dp/1612438660/ref=sr_1_1041?qid=1683454760&s=books&sr=1-1041,Dr. Shainna Ali,2 Feb 2022,£0.00
"Do This Every Freaking Day: Finding Success With Simple Daily Habits, Consistency, and Determination",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MTozNjQxNDIxNTY2NzY5NzA1OjE2ODM0NTQ3NjA6c3BfbXRmX2Jyb3dzZToyMDE0MjgxODIwMTI5ODo6MDo6&url=%2FThis-Every-Freaking-Day-Determination%2Fdp%2FB0BJYCZCMP%2Fref%3Dsr_1_1042_sspa%3Fqid%3D1683454760%26s%3Dbooks%26sr%3D1-1042-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Chris Genson,21 Oct 2022,£26.99
Novelist as a Vocation: ‘Every creative person should read this short book’ Literary Review,https://www.amazon.co.uk/Novelist-Vocation-charmingly-idiosyncratic-internationally-ebook/dp/B09VKB565C/ref=sr_1_1043?qid=1683454760&s=books&sr=1-1043,Haruki Murakami,8 Nov 2022,£10.95
Clarity & Connection (Yung Pueblo),https://www.amazon.co.uk/Clarity-Connection-Yung-Pueblo/dp/1524860484/ref=sr_1_1044?qid=1683454760&s=books&sr=1-1044,Yung Pueblo,27 May 2021,£12.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyNjQ0MDYyOTk5NzU1ODc4OjE2ODM0NTQ3NjM6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_1042_sspa%3Fqid%3D1683454763%26s%3Dbooks%26sr%3D1-1042-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
THE DICTIONARY OF BODY LANGUAGE,https://www.amazon.co.uk/Dictionary-Body-Language-Joe-Navarro/dp/0008292604/ref=sr_1_1043?qid=1683454763&s=books&sr=1-1043,Navarro,9 Aug 2018,£7.62
Seasons of the Witch - Mabon: (44 Gilded Cards and 144-Page Full-Color Guidebook),https://www.amazon.co.uk/Seasons-Witch-144-Page-Full-Color-Guidebook/dp/1922579750/ref=sr_1_1044?qid=1683454763&s=books&sr=1-1044,Lorriane Anderson,6 Jul 2023,£9.99
Daddy's Wicked Parties: The Most Shocking True Story of Child Abuse Ever Told: Volume 2 (Skylark Child Abuse True Stories),https://www.amazon.co.uk/Daddys-Wicked-Parties-Shocking-Skylark/dp/1512187720/ref=sr_1_1045?qid=1683454763&s=books&sr=1-1045,Kate Skylark,18 May 2015,£6.99
A Girl's Guide to Being Awesome: Empowering Advice for Teenage Life,https://www.amazon.co.uk/Girls-Guide-Being-Awesome-Empowering/dp/1787835367/ref=sr_1_1046?qid=1683454763&s=books&sr=1-1046,Suzanne Virdee,10 Sept 2020,£9.99
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyNjQ0MDYyOTk5NzU1ODc4OjE2ODM0NTQ3NjM6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_1047_sspa%3Fqid%3D1683454763%26s%3Dbooks%26sr%3D1-1047-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£16.71
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyNjQ0MDYyOTk5NzU1ODc4OjE2ODM0NTQ3NjM6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_1048_sspa%3Fqid%3D1683454763%26s%3Dbooks%26sr%3D1-1048-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£18.99
Funny Weather: Art in an Emergency,https://www.amazon.co.uk/Funny-Weather-Emergency-Olivia-Laing/dp/1529027659/ref=sr_1_1049?qid=1683454763&s=books&sr=1-1049,Olivia Laing,29 Apr 2021,£7.99
"This is How You Grow After Trauma: Simple strategies for resilience, confidence, healing and hope",https://www.amazon.co.uk/This-How-Grow-After-Trauma/dp/1529196426/ref=sr_1_1050?qid=1683454763&s=books&sr=1-1050,Olivia Remes,6 Apr 2023,£0.00
Made to Stick: Why some ideas take hold and others come unstuck,https://www.amazon.co.uk/Made-Stick-ideas-others-unstuck/dp/009950569X/ref=sr_1_1051?qid=1683454763&s=books&sr=1-1051,Chip Heath,7 Feb 2008,£6.39
The Game of Life And How To Play It,https://www.amazon.co.uk/Game-Life-How-Play/dp/1612930794/ref=sr_1_1052?qid=1683454763&s=books&sr=1-1052,Florence Scovel Shinn,10 Sept 2011,£2.95
Badass Positive Affirmations for Highly Effective People,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyNjQ0MDYyOTk5NzU1ODc4OjE2ODM0NTQ3NjM6c3BfbXRmX2Jyb3dzZToyMDEwMjA0NDc2MTU5ODo6MDo6&url=%2FBadass-Positive-Affirmations-Highly-Effective%2Fdp%2FB0BPGBRFB2%2Fref%3Dsr_1_1053_sspa%3Fqid%3D1683454763%26s%3Dbooks%26sr%3D1-1053-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Alex Holmes,6 Dec 2022,£7.99
"The Money Basics: Manage money, plan for the future",https://www.amazon.co.uk/Money-Basics-Manage-money-future/dp/0008620350/ref=sr_1_1054?qid=1683454763&s=books&sr=1-1054,Peter Komolafe,16 Mar 2023,£7.99
The Art of Being Brilliant: Transform Your Life by Doing What Works For You,https://www.amazon.co.uk/Art-Being-Brilliant-Transform-Doing/dp/0857083716/ref=sr_1_1055?qid=1683454763&s=books&sr=1-1055,Andy Cope,14 Sept 2012,£9.99
The Child In You: The Breakthrough Method for Bringing Out Your Authentic Self,https://www.amazon.co.uk/Child-You-Breakthrough-Bringing-Authentic/dp/0241473373/ref=sr_1_1056?qid=1683454763&s=books&sr=1-1056,Stefanie Stahl,4 Mar 2021,£4.99
Algorithms to Live By: The Computer Science of Human Decisions,https://www.amazon.co.uk/Algorithms-Live-Computer-Science-Decisions/dp/B01D24NR14/ref=sr_1_1057?qid=1683454763&s=books&sr=1-1057,Brian Christian,Unknown,£9.99
"The Self-Help Bible: All the Answers for a Happier, Healthier Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyNjQ0MDYyOTk5NzU1ODc4OjE2ODM0NTQ3NjM6c3BfbXRmX2Jyb3dzZToyMDExODAwNTg0MDc5ODo6MDo6&url=%2FSelf-Help-Bible-Answers-Happier-Healthier%2Fdp%2FB0BD2H2KKD%2Fref%3Dsr_1_1058_sspa%3Fqid%3D1683454763%26s%3Dbooks%26sr%3D1-1058-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,George Mahood,6 Sept 2022,£6.00
Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,https://www.amazon.co.uk/Having-Mary-Heart-Martha-World/dp/1578562589/ref=sr_1_1059?qid=1683454763&s=books&sr=1-1059,Joanna Weaver,18 Jul 2000,£13.26
The Mastery of Love: A Practical Guide to the Art of Relationship,https://www.amazon.co.uk/Mastery-Love-Practical-Guide-Relationship/dp/B002SQ5YFU/ref=sr_1_1060?qid=1683454763&s=books&sr=1-1060,don Miguel Ruiz,Unknown,£8.99
"Dopamine Detox: Reduce Instant Gratification, Beat Social Media Addiction, and Stop Wasting Your Life",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMzEyNDI5MTcwNTE3NzEwOjE2ODM0NTQ3NjU6c3BfYXRmX2Jyb3dzZToyMDE0NTk1NjA1MjE5ODo6MDo6&url=%2FDopamine-Detox-Instant-Gratification-Addiction%2Fdp%2FB0BZBPNQD7%2Fref%3Dsr_1_1058_sspa%3Fqid%3D1683454765%26s%3Dbooks%26sr%3D1-1058-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Josh Snider,22 Mar 2023,£12.24
The Real Work: On the Mystery of Mastery,https://www.amazon.co.uk/Real-Work-Mystery-Mastery/dp/1529414628/ref=sr_1_1059?qid=1683454765&s=books&sr=1-1059,Adam Gopnik,2 Mar 2023,£16.42
"How to Talk to Anybody with Confidence: Master the Art of Conversation, Improve Your Self-confidence and Communication Skills. Learn How to Kick-off Your Insecurity to Establish New Relationships",https://www.amazon.co.uk/Talk-Anybody-Confidence-Self-confidence-Communication-ebook/dp/B0BZ62CLD1/ref=sr_1_1060?qid=1683454765&s=books&sr=1-1060,Blake Sullivan,20 Mar 2023,£20.00
The Intelligence Trap: Revolutionise your Thinking and Make Wiser Decisions,https://www.amazon.co.uk/Intelligence-Trap-Revolutionise-Thinking-Decisions/dp/1473669855/ref=sr_1_1061?qid=1683454765&s=books&sr=1-1061,David Robson,6 Feb 2020,£9.99
"Yoga For Men: Build Strength, Improve Performance, Increase Flexibility",https://www.amazon.co.uk/Yoga-Men-Strength-Performance-Flexibility/dp/024133697X/ref=sr_1_1062?qid=1683454765&s=books&sr=1-1062,Dean Pohlman,3 May 2018,£20.00
The 1 Minute Gratitude Journal For Everyone: With Daily Gratitude Quotes On Each Page.,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMzEyNDI5MTcwNTE3NzEwOjE2ODM0NTQ3NjU6c3BfbXRmX2Jyb3dzZToyMDE1MDUxNDIxNDc5ODo6MDo6&url=%2FMinute-Gratitude-Journal-Everyone-Quotes%2Fdp%2FB0C2SDCQ26%2Fref%3Dsr_1_1063_sspa%3Fqid%3D1683454765%26s%3Dbooks%26sr%3D1-1063-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Jamie Stevenson,18 Apr 2023,£0.00
"Emotional Self-Care for Black Women: Proven Ways to Build Self-Compassion, Boost Self-Esteem and Transform Self-Sabotage Into Self-Improvement",https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMzEyNDI5MTcwNTE3NzEwOjE2ODM0NTQ3NjU6c3BfbXRmX2Jyb3dzZToyMDExOTA5MDk4ODQ5ODo6MDo6&url=%2FEmotional-Self-Care-Black-Women-Self-Improvement%2Fdp%2FB0BSJ9DVFN%2Fref%3Dsr_1_1064_sspa%3Fqid%3D1683454765%26s%3Dbooks%26sr%3D1-1064-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Ada Adisa,18 Jan 2023,£12.21
Body Happy Kids: How to help children and teens love the skin they’re in,https://www.amazon.co.uk/Body-Happy-Kids-Unlocking-children/dp/1785043587/ref=sr_1_1065?qid=1683454765&s=books&sr=1-1065,Molly Forbes,1 Apr 2021,£12.99
T A Today: A New Introduction to Transactional Analysis,https://www.amazon.co.uk/Today-New-Introduction-Transactional-Analysis/dp/1870244028/ref=sr_1_1066?qid=1683454765&s=books&sr=1-1066,Ian Stewart,1 Aug 2012,£5.83
The Lancashire Trig Bagger Challenge Logbook: Hiking & Walking Challenge Featuring 101 Trig Pillars in Lancashire,https://www.amazon.co.uk/Lancashire-Trig-Bagger-Challenge-Logbook/dp/B0B37KWT9K/ref=sr_1_1067?qid=1683454765&s=books&sr=1-1067,Herbert Publishing,1 Jun 2022,£9.99
Feeling is the Secret,https://www.amazon.co.uk/Feeling-Secret-Neville-Goddard/dp/1603865446/ref=sr_1_1068?qid=1683454765&s=books&sr=1-1068,Neville Goddard,4 Mar 2013,£5.49
Badass Positive Affirmations for Highly Effective People,https://www.amazon.co.uk/sspa/click?ie=UTF8&spc=MToyMzEyNDI5MTcwNTE3NzEwOjE2ODM0NTQ3NjU6c3BfbXRmX2Jyb3dzZToyMDEwMjA0NDc2MTU5ODo6MDo6&url=%2FBadass-Positive-Affirmations-Highly-Effective%2Fdp%2FB0BPGBRFB2%2Fref%3Dsr_1_1069_sspa%3Fqid%3D1683454765%26s%3Dbooks%26sr%3D1-1069-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Alex Holmes,6 Dec 2022,£9.99
